area_name,lea_name,county,population_2022,age_0_14,age_15_34,age_35_64,age_65_plus,age_0_14_pct,age_15_34_pct,age_35_64_pct,age_65_plus_pct,birthplace_total,born_ireland,born_uk,born_poland,born_india,born_other_eu,born_rest_world,birthplace_not_stated,born_outside_ireland,born_ireland_pct,born_outside_ireland_pct,born_uk_pct,born_poland_pct,born_india_pct,born_other_eu_pct,born_rest_world_pct,birthplace_not_stated_pct,citizenship_total,citizen_ireland,citizen_uk,citizen_poland,citizen_india,citizen_other_eu,citizen_rest_world,citizenship_not_stated,non_irish_citizenship,citizen_ireland_pct,non_irish_citizenship_pct,citizen_uk_pct,citizen_poland_pct,citizen_india_pct,citizen_other_eu_pct,citizen_rest_world_pct,citizenship_not_stated_pct,ethnicity_white_irish,ethnicity_white_irish_traveller,ethnicity_other_white,ethnicity_black_or_black_irish,ethnicity_asian_or_asian_irish,ethnicity_other,ethnicity_not_stated,ethnicity_total,ethnicity_white_irish_pct,ethnicity_white_irish_traveller_pct,ethnicity_other_white_pct,ethnicity_black_or_black_irish_pct,ethnicity_asian_or_asian_irish_pct,ethnicity_other_pct,ethnicity_not_stated_pct,religion_catholic,religion_other,religion_none,religion_not_stated,religion_total,religion_catholic_pct,religion_other_pct,religion_none_pct,religion_not_stated_pct,language_spanish,language_french,language_polish,language_other_incl_not_stated,foreign_language_speakers,language_total,language_spanish_pct,language_french_pct,language_polish_pct,language_other_incl_not_stated_pct,foreign_language_speakers_pct,families_household_size_2_persons,families_household_size_3_persons,families_household_size_4_persons,families_household_size_5_persons,families_household_size_6_plus_persons,families_household_size_total,families_household_size_2_persons_pct,families_household_size_3_persons_pct,families_household_size_4_persons_pct,families_household_size_5_persons_pct,families_household_size_6_plus_persons_pct,persons_household_size_2_persons,persons_household_size_3_persons,persons_household_size_4_persons,persons_household_size_5_persons,persons_household_size_6_plus_persons,persons_household_size_total,persons_household_size_2_persons_pct,persons_household_size_3_persons_pct,persons_household_size_4_persons_pct,persons_household_size_5_persons_pct,persons_household_size_6_plus_persons_pct,children_household_size_2_persons,children_household_size_3_persons,children_household_size_4_persons,children_household_size_5_persons,children_household_size_6_plus_persons,children_household_size_total,children_household_size_2_persons_pct,children_household_size_3_persons_pct,children_household_size_4_persons_pct,children_household_size_5_persons_pct,children_household_size_6_plus_persons_pct,families_total,families_2_person_households,families_3_person_households,families_4_person_households,families_5_person_households,families_6_plus_person_households,families_2_person_households_pct,families_3_person_households_pct,families_4_person_households_pct,families_5_person_households_pct,families_6_plus_person_households_pct,status_at_work,status_looking_first_job,status_short_term_unemployed,status_long_term_unemployed,status_student,status_home_family,status_retired,status_unable_to_work,status_other,status_total_15_plus,status_unemployed,status_at_work_pct,status_student_pct,status_retired_pct,status_home_family_pct,status_unable_to_work_pct,status_looking_first_job_pct,status_short_term_unemployed_pct,status_long_term_unemployed_pct,status_unemployed_pct,status_other_pct
"Monaghan, Monaghan",Monaghan,Monaghan,23398,4965,5118,9529,3786,21.2,21.9,40.7,16.2,23024,16996,2761,446,49,1824,948,0,6028,73.8,26.2,12.0,1.9,0.2,7.9,4.1,0.0,23024,19599,224,388,36,1642,554,581,2844,85.1,12.4,1.0,1.7,0.2,7.1,2.4,2.5,18415,139,2724,214,284,345,903,23024,80.0,0.6,11.8,0.9,1.2,1.5,3.9,17959,2722,1657,1060,23398,76.8,11.6,7.1,4.5,45,117,545,2686,3393,3393,0.2,0.5,2.3,11.5,14.5,2276,1271,1249,768,332,5896,38.6,21.6,21.2,13.0,5.6,4552,3813,4996,3840,2070,19271,23.6,19.8,25.9,19.9,10.7,563,1565,2593,2340,1419,8480,6.6,18.5,30.6,27.6,16.7,5896,2276,1271,1249,768,332,38.6,21.6,21.2,13.0,5.6,10447,172,304,460,1860,1197,3128,755,110,18433,936,56.7,10.1,17.0,6.5,4.1,0.9,1.6,2.5,5.1,0.6
"Muinebeag, Carlow",Muinebeag,Carlow,16575,3251,3666,6816,2842,19.6,22.1,41.1,17.1,16461,14731,810,312,44,228,336,0,1730,89.5,10.5,4.9,1.9,0.3,1.4,2.0,0.0,16461,15265,282,276,34,188,139,277,919,92.7,5.6,1.7,1.7,0.2,1.1,0.8,1.7,14768,20,974,21,149,112,417,16461,89.7,0.1,5.9,0.1,0.9,0.7,2.5,13543,1088,1474,470,16575,81.7,6.6,8.9,2.8,44,120,375,548,1087,1087,0.3,0.7,2.3,3.3,6.6,1664,1003,1043,526,181,4417,37.7,22.7,23.6,11.9,4.1,3328,3009,4172,2630,1122,14261,23.3,21.1,29.3,18.4,7.9,420,1201,2140,1592,763,6116,6.9,19.6,35.0,26.0,12.5,4417,1664,1003,1043,526,181,37.7,22.7,23.6,11.9,4.1,7287,77,177,335,1377,1117,2225,681,48,13324,589,54.7,10.3,16.7,8.4,5.1,0.6,1.3,2.5,4.4,0.4
"Mullingar, Westmeath",Mullingar,Westmeath,28160,6134,6696,11377,3953,21.8,23.8,40.4,14.0,27899,21939,1365,858,280,1645,1812,0,5960,78.6,21.4,4.9,3.1,1.0,5.9,6.5,0.0,27899,23175,387,751,210,1600,935,841,3883,83.1,13.9,1.4,2.7,0.8,5.7,3.4,3.0,20182,606,3228,511,968,722,1682,27899,72.3,2.2,11.6,1.8,3.5,2.6,6.0,20136,2924,3099,2001,28160,71.5,10.4,11.0,7.1,178,195,1004,3688,5065,5065,0.6,0.7,3.6,13.1,18.0,2754,1680,1589,782,328,7133,38.6,23.6,22.3,11.0,4.6,5508,5040,6356,3910,2069,22883,24.1,22.0,27.8,17.1,9.0,690,2075,3308,2386,1432,9891,7.0,21.0,33.4,24.1,14.5,7133,2754,1680,1589,782,328,38.6,23.6,22.3,11.0,4.6,12091,273,411,794,2165,1538,3457,1135,162,22026,1478,54.9,9.8,15.7,7.0,5.2,1.2,1.9,3.6,6.7,0.7
"Naas, Kildare",Naas,Kildare,46011,9937,11288,19534,5252,21.6,24.5,42.5,11.4,45661,36082,2064,1576,466,1832,3641,0,9579,79.0,21.0,4.5,3.5,1.0,4.0,8.0,0.0,45661,38808,578,1307,340,1941,1737,950,5903,85.0,12.9,1.3,2.9,0.7,4.3,3.8,2.1,34943,137,5526,788,1812,1009,1446,45661,76.5,0.3,12.1,1.7,4.0,2.2,3.2,31925,4811,7542,1733,46011,69.4,10.5,16.4,3.8,532,438,1953,5566,8489,8489,1.2,1.0,4.2,12.1,18.4,4414,2794,3119,1420,473,12220,36.1,22.9,25.5,11.6,3.9,8828,8382,12476,7100,2972,39758,22.2,21.1,31.4,17.9,7.5,878,3281,6409,4325,2040,16933,5.2,19.4,37.8,25.5,12.0,12220,4414,2794,3119,1420,473,36.1,22.9,25.5,11.6,3.9,22345,226,521,718,4042,2400,4449,1074,299,36074,1465,61.9,11.2,12.3,6.7,3.0,0.6,1.4,2.0,4.1,0.8
"Navan, Meath",Navan,Meath,39294,9027,9856,16195,4216,23.0,25.1,41.2,10.7,39093,29165,1728,1352,340,3247,3261,0,9928,74.6,25.4,4.4,3.5,0.9,8.3,8.3,0.0,39093,31516,444,1134,204,3195,1614,986,6591,80.6,16.9,1.1,2.9,0.5,8.2,4.1,2.5,26571,666,6261,1328,1423,1238,1606,39093,68.0,1.7,16.0,3.4,3.6,3.2,4.1,26839,5639,4925,1891,39294,68.3,14.4,12.5,4.8,276,290,1706,7153,9425,9425,0.7,0.7,4.3,18.2,24.0,3454,2439,2592,1221,448,10154,34.0,24.0,25.5,12.0,4.4,6908,7317,10368,6105,2848,33546,20.6,21.8,30.9,18.2,8.5,988,3008,5409,3719,1982,15106,6.5,19.9,35.8,24.6,13.1,10154,3454,2439,2592,1221,448,34.0,24.0,25.5,12.0,4.4,17551,325,577,987,3490,2196,3598,1327,216,30267,1889,58.0,11.5,11.9,7.3,4.4,1.1,1.9,3.3,6.2,0.7
"Nenagh, Tipperary",Nenagh,Tipperary,23354,4730,5069,9524,4031,20.3,21.7,40.8,17.3,23175,18897,1269,770,272,774,1193,0,4278,81.5,18.5,5.5,3.3,1.2,3.3,5.1,0.0,23175,19766,408,694,233,808,698,568,2841,85.3,12.3,1.8,3.0,1.0,3.5,3.0,2.5,18316,148,2522,130,583,389,1087,23175,79.0,0.6,10.9,0.6,2.5,1.7,4.7,17415,2551,2240,1148,23354,74.6,10.9,9.6,4.9,74,163,960,2224,3421,3421,0.3,0.7,4.1,9.5,14.6,2483,1323,1274,668,254,6002,41.4,22.0,21.2,11.1,4.2,4966,3969,5096,3340,1606,18977,26.2,20.9,26.9,17.6,8.5,628,1616,2652,2029,1104,8029,7.8,20.1,33.0,25.3,13.8,6002,2483,1323,1274,668,254,41.4,22.0,21.2,11.1,4.2,10271,119,306,415,1870,1267,3351,909,116,18624,840,55.1,10.0,18.0,6.8,4.9,0.6,1.6,2.2,4.5,0.6
"New Ross, Wexford",New Ross,Wexford,29946,5920,6606,12228,5192,19.8,22.1,40.8,17.3,29638,25290,1750,1017,91,660,830,0,4348,85.3,14.7,5.9,3.4,0.3,2.2,2.8,0.0,29638,26014,709,899,86,597,499,834,2790,87.8,9.4,2.4,3.0,0.3,2.0,1.7,2.8,24432,469,2830,86,247,308,1266,29638,82.4,1.6,9.5,0.3,0.8,1.0,4.3,23325,1859,3296,1466,29946,77.9,6.2,11.0,4.9,116,144,1168,1436,2864,2864,0.4,0.5,3.9,4.8,9.6,3399,1789,1644,842,332,8006,42.5,22.3,20.5,10.5,4.1,6798,5367,6576,4210,2098,25049,27.1,21.4,26.3,16.8,8.4,801,2179,3431,2574,1448,10433,7.7,20.9,32.9,24.7,13.9,8006,3399,1789,1644,842,332,42.5,22.3,20.5,10.5,4.1,12547,214,469,808,2382,1901,4294,1226,185,24026,1491,52.2,9.9,17.9,7.9,5.1,0.9,2.0,3.4,6.2,0.8
"Newbridge, Kildare",Newbridge,Kildare,37478,7930,9086,16001,4461,21.2,24.2,42.7,11.9,37294,29974,1537,1409,244,1665,2465,0,7320,80.4,19.6,4.1,3.8,0.7,4.5,6.6,0.0,37294,31749,415,1275,188,1666,1150,851,4694,85.1,12.6,1.1,3.4,0.5,4.5,3.1,2.3,28664,179,4345,695,1141,766,1504,37294,76.9,0.5,11.7,1.9,3.1,2.1,4.0,26903,3586,5274,1715,37478,71.8,9.6,14.1,4.6,226,324,1709,4197,6456,6456,0.6,0.9,4.6,11.2,17.2,3579,2297,2496,1191,377,9940,36.0,23.1,25.1,12.0,3.8,7158,6891,9984,5955,2346,32334,22.1,21.3,30.9,18.4,7.3,899,2781,5154,3627,1606,14067,6.4,19.8,36.6,25.8,11.4,9940,3579,2297,2496,1191,377,36.0,23.1,25.1,12.0,3.8,17222,279,492,726,3441,2040,3877,1275,196,29548,1497,58.3,11.6,13.1,6.9,4.3,0.9,1.7,2.5,5.1,0.7
"Newcastle West, Limerick",Newcastle West,Limerick,29033,5711,6078,11748,5496,19.7,20.9,40.5,18.9,28802,24438,1600,735,183,737,1109,0,4364,84.8,15.2,5.6,2.6,0.6,2.6,3.9,0.0,28802,25650,511,614,172,763,547,545,2607,89.1,9.1,1.8,2.1,0.6,2.6,1.9,1.9,24052,519,2451,173,405,323,879,28802,83.5,1.8,8.5,0.6,1.4,1.1,3.1,24160,1718,2160,995,29033,83.2,5.9,7.4,3.4,53,237,859,1860,3009,3009,0.2,0.8,3.0,6.4,10.4,3145,1706,1632,836,328,7647,41.1,22.3,21.3,10.9,4.3,6290,5118,6528,4180,2069,24185,26.0,21.2,27.0,17.3,8.6,707,2011,3366,2539,1421,10044,7.0,20.0,33.5,25.3,14.1,7647,3145,1706,1632,836,328,41.1,22.3,21.3,10.9,4.3,12552,149,336,513,2135,1705,4520,1308,104,23322,998,53.8,9.2,19.4,7.3,5.6,0.6,1.4,2.2,4.3,0.4
"Newport, Tipperary",Newport,Tipperary,17525,3759,3646,7471,2649,21.4,20.8,42.6,15.1,17416,15362,1009,270,47,254,474,0,2054,88.2,11.8,5.8,1.6,0.3,1.5,2.7,0.0,17416,15947,354,237,42,226,195,415,1054,91.6,6.1,2.0,1.4,0.2,1.3,1.1,2.4,15248,22,1040,29,179,118,780,17416,87.6,0.1,6.0,0.2,1.0,0.7,4.5,13984,791,1936,814,17525,79.8,4.5,11.0,4.6,85,162,335,614,1196,1196,0.5,0.9,1.9,3.5,6.8,1566,993,1144,653,201,4557,34.4,21.8,25.1,14.3,4.4,3132,2979,4576,3265,1263,15215,20.6,19.6,30.1,21.5,8.3,328,1182,2353,1976,864,6703,4.9,17.6,35.1,29.5,12.9,4557,1566,993,1144,653,201,34.4,21.8,25.1,14.3,4.4,7969,63,164,251,1745,773,2201,548,52,13766,478,57.9,12.7,16.0,5.6,4.0,0.5,1.2,1.8,3.5,0.4
"North Inner City, Dublin City",North Inner City,Dublin City,74708,9436,32598,27742,4932,12.6,43.6,37.1,6.6,71266,37564,2561,1506,2593,10663,16379,0,33702,52.7,47.3,3.6,2.1,3.6,15.0,23.0,0.0,71266,32844,1003,1374,2526,10952,13309,9258,29164,46.1,40.9,1.4,1.9,3.5,15.4,18.7,13.0,26018,145,13630,1723,6365,4247,19138,71266,36.5,0.2,19.1,2.4,8.9,6.0,26.9,24041,12000,18634,20033,74708,32.2,16.1,24.9,26.8,2504,1199,1091,17808,22602,22602,3.4,1.6,1.5,23.8,30.3,7632,2235,1296,418,174,11755,64.9,19.0,11.0,3.6,1.5,15264,6705,5184,2090,1123,30366,50.3,22.1,17.1,6.9,3.7,1647,2981,2827,1331,808,9594,17.2,31.1,29.5,13.9,8.4,11755,7632,2235,1296,418,174,64.9,19.0,11.0,3.6,1.5,40788,973,1901,2238,8898,2623,4558,2847,446,65272,5112,62.5,13.6,7.0,4.0,4.4,1.5,2.9,3.4,7.8,0.7
"Ongar, Fingal",Ongar,Fingal,43905,10823,11781,18695,2606,24.7,26.8,42.6,5.9,43723,29104,1159,1221,1432,4634,6173,0,14619,66.6,33.4,2.7,2.8,3.3,10.6,14.1,0.0,43723,32811,379,1060,733,4627,2461,1652,9260,75.0,21.2,0.9,2.4,1.7,10.6,5.6,3.8,23124,100,8539,2207,4579,1676,3498,43723,52.9,0.2,19.5,5.0,10.5,3.8,8.0,22428,11592,6235,3650,43905,51.1,26.4,14.2,8.3,431,404,1471,13412,15718,15718,1.0,0.9,3.4,30.5,35.8,3200,2635,3131,1316,543,10825,29.6,24.3,28.9,12.2,5.0,6400,7905,12524,6580,3510,36919,17.3,21.4,33.9,17.8,9.5,946,3210,6506,4025,2454,17141,5.5,18.7,38.0,23.5,14.3,10825,3200,2635,3131,1316,543,29.6,24.3,28.9,12.2,5.0,21213,342,701,804,4270,2131,2245,1178,198,33082,1847,64.1,12.9,6.8,6.4,3.6,1.0,2.1,2.4,5.6,0.6
"Palmerstown-Fonthill, South Dublin",Palmerstown-Fonthill,South Dublin,22142,4075,6013,8573,3481,18.4,27.2,38.7,15.7,21982,19236,618,242,148,663,1075,0,2746,87.5,12.5,2.8,1.1,0.7,3.0,4.9,0.0,21982,19440,149,230,88,696,489,890,1652,88.4,7.5,0.7,1.0,0.4,3.2,2.2,4.0,17407,172,1199,481,590,322,1811,21982,79.2,0.8,5.5,2.2,2.7,1.5,8.2,15366,1935,2850,1991,22142,69.4,8.7,12.9,9.0,137,153,252,1776,2318,2318,0.6,0.7,1.1,8.0,10.5,2306,1468,1101,531,209,5615,41.1,26.1,19.6,9.5,3.7,4612,4404,4404,2655,1331,17406,26.5,25.3,25.3,15.3,7.6,880,1984,2411,1648,935,7858,11.2,25.2,30.7,21.0,11.9,5615,2306,1468,1101,531,209,41.1,26.1,19.6,9.5,3.7,9269,222,396,698,1850,1272,2910,1325,125,18067,1316,51.3,10.2,16.1,7.0,7.3,1.2,2.2,3.9,7.3,0.7
"Pembroke, Dublin City",Pembroke,Dublin City,45663,6140,15333,17109,7081,13.4,33.6,37.5,15.5,44232,29501,3101,341,1167,3362,6760,0,14731,66.7,33.3,7.0,0.8,2.6,7.6,15.3,0.0,44232,31243,973,288,1057,3347,4800,2524,10465,70.6,23.7,2.2,0.7,2.4,7.6,10.9,5.7,28469,18,6237,385,2881,1612,4630,44232,64.4,0.0,14.1,0.9,6.5,3.6,10.5,22869,5521,12057,5216,45663,50.1,12.1,26.4,11.4,1386,1132,281,6614,9413,9413,3.0,2.5,0.6,14.5,20.6,5202,1617,1553,803,232,9407,55.3,17.2,16.5,8.5,2.5,10404,4851,6212,4015,1425,26907,38.7,18.0,23.1,14.9,5.3,584,1831,3175,2425,968,8983,6.5,20.4,35.3,27.0,10.8,9407,5202,1617,1553,803,232,55.3,17.2,16.5,8.5,2.5,24932,254,628,575,4289,1826,6128,727,164,39523,1457,63.1,10.9,15.5,4.6,1.8,0.6,1.6,1.5,3.7,0.4
"Piltown, Kilkenny",Piltown,Kilkenny,22826,4764,5011,9471,3580,20.9,22.0,41.5,15.7,22662,19731,1072,423,79,599,758,0,2931,87.1,12.9,4.7,1.9,0.3,2.6,3.3,0.0,22662,20516,355,361,82,525,347,476,1670,90.5,7.4,1.6,1.6,0.4,2.3,1.5,2.1,19467,64,1736,231,226,263,675,22662,85.9,0.3,7.7,1.0,1.0,1.2,3.0,18059,1396,2547,824,22826,79.1,6.1,11.2,3.6,130,155,521,1413,2219,2219,0.6,0.7,2.3,6.2,9.7,2289,1366,1399,734,281,6069,37.7,22.5,23.1,12.1,4.6,4578,4098,5596,3670,1779,19721,23.2,20.8,28.4,18.6,9.0,544,1627,2903,2223,1223,8520,6.4,19.1,34.1,26.1,14.4,6069,2289,1366,1399,734,281,37.7,22.5,23.1,12.1,4.6,10153,127,280,423,1936,1281,2902,872,88,18062,830,56.2,10.7,16.1,7.1,4.8,0.7,1.6,2.3,4.6,0.5
"Portlaoise, Laois",Portlaoise,Laois,34603,7896,8241,14449,4017,22.8,23.8,41.8,11.6,34344,26482,1296,1602,277,2053,2634,0,7862,77.1,22.9,3.8,4.7,0.8,6.0,7.7,0.0,34344,27417,424,1427,199,1923,1397,1557,5370,79.8,15.6,1.2,4.2,0.6,5.6,4.1,4.5,23498,333,4710,1207,1386,937,2273,34344,68.4,1.0,13.7,3.5,4.0,2.7,6.6,23604,4589,3831,2579,34603,68.2,13.3,11.1,7.5,158,310,2004,4997,7469,7469,0.5,0.9,5.8,14.4,21.6,3109,1976,2127,1032,409,8653,35.9,22.8,24.6,11.9,4.7,6218,5928,8508,5160,2587,28401,21.9,20.9,30.0,18.2,9.1,820,2441,4448,3161,1787,12657,6.5,19.3,35.1,25.0,14.1,8653,3109,1976,2127,1032,409,35.9,22.8,24.6,11.9,4.7,14829,341,539,861,2848,2023,3417,1414,435,26707,1741,55.5,10.7,12.8,7.6,5.3,1.3,2.0,3.2,6.5,1.6
"Portlaw-Kilmacthomas, Waterford",Portlaw-Kilmacthomas,Waterford,18414,3771,3880,7629,3134,20.5,21.1,41.4,17.0,18261,16490,1108,87,10,220,346,0,1771,90.3,9.7,6.1,0.5,0.1,1.2,1.9,0.0,18261,17109,461,76,9,199,154,253,899,93.7,4.9,2.5,0.4,0.0,1.1,0.8,1.4,16644,37,928,23,72,94,463,18261,91.1,0.2,5.1,0.1,0.4,0.5,2.5,15050,810,2024,530,18414,81.7,4.4,11.0,2.9,52,131,116,546,845,845,0.3,0.7,0.6,3.0,4.6,1940,1047,1060,645,233,4925,39.4,21.3,21.5,13.1,4.7,3880,3141,4240,3225,1470,15956,24.3,19.7,26.6,20.2,9.2,451,1265,2195,1962,1012,6885,6.6,18.4,31.9,28.5,14.7,4925,1940,1047,1060,645,233,39.4,21.3,21.5,13.1,4.7,8213,68,183,277,1514,1114,2567,637,70,14643,528,56.1,10.3,17.5,7.6,4.4,0.5,1.2,1.9,3.6,0.5
"Rathfarnham-Templeogue, South Dublin",Rathfarnham-Templeogue,South Dublin,52805,9070,11502,20416,11817,17.2,21.8,38.7,22.4,52298,45741,2070,273,282,1198,2734,0,6557,87.5,12.5,4.0,0.5,0.5,2.3,5.2,0.0,52298,48364,433,222,232,1074,1405,568,3366,92.5,6.4,0.8,0.4,0.4,2.1,2.7,1.1,46089,80,2705,289,1326,829,980,52298,88.1,0.2,5.2,0.6,2.5,1.6,1.9,37373,3895,10268,1269,52805,70.8,7.4,19.4,2.4,691,586,331,3477,5085,5085,1.3,1.1,0.6,6.6,9.6,6238,2929,3205,1481,394,14247,43.8,20.6,22.5,10.4,2.8,12476,8787,12820,7405,2451,43939,28.4,20.0,29.2,16.9,5.6,1095,3389,6546,4472,1672,17174,6.4,19.7,38.1,26.0,9.7,14247,6238,2929,3205,1481,394,43.8,20.6,22.5,10.4,2.8,23705,179,494,610,4426,2599,10500,1069,153,43735,1283,54.2,10.1,24.0,5.9,2.4,0.4,1.1,1.4,2.9,0.3
"Ratoath, Meath",Ratoath,Meath,39326,8837,9678,16290,4521,22.5,24.6,41.4,11.5,39063,32581,1755,572,281,1781,2093,0,6482,83.4,16.6,4.5,1.5,0.7,4.6,5.4,0.0,39063,34448,468,493,187,1777,897,793,3822,88.2,9.8,1.2,1.3,0.5,4.5,2.3,2.0,31681,44,3560,447,1078,646,1607,39063,81.1,0.1,9.1,1.1,2.8,1.7,4.1,28122,3800,5595,1809,39326,71.5,9.7,14.2,4.6,307,413,668,4191,5579,5579,0.8,1.1,1.7,10.7,14.2,3443,2288,2724,1464,455,10374,33.2,22.1,26.3,14.1,4.4,6886,6864,10896,7320,2842,34808,19.8,19.7,31.3,21.0,8.2,638,2643,5611,4431,1938,15261,4.2,17.3,36.8,29.0,12.7,10374,3443,2288,2724,1464,455,33.2,22.1,26.3,14.1,4.4,18937,180,442,457,3783,1941,3839,743,167,30489,1079,62.1,12.4,12.6,6.4,2.4,0.6,1.4,1.5,3.5,0.5
"Roscommon, Roscommon",Roscommon,Roscommon,24708,4843,5121,9958,4786,19.6,20.7,40.3,19.4,24499,19302,2219,540,196,879,1363,0,5197,78.8,21.2,9.1,2.2,0.8,3.6,5.6,0.0,24499,20446,885,492,138,863,867,808,3245,83.5,13.2,3.6,2.0,0.6,3.5,3.5,3.3,18848,200,2583,239,489,747,1393,24499,76.9,0.8,10.5,1.0,2.0,3.0,5.7,19177,1915,2143,1473,24708,77.6,7.8,8.7,6.0,81,130,631,2506,3348,3348,0.3,0.5,2.6,10.1,13.6,2579,1318,1270,701,305,6173,41.8,21.4,20.6,11.4,4.9,5158,3954,5080,3505,1943,19640,26.3,20.1,25.9,17.8,9.9,527,1558,2641,2136,1342,8204,6.4,19.0,32.2,26.0,16.4,6173,2579,1318,1270,701,305,41.8,21.4,20.6,11.4,4.9,10167,194,308,492,1927,1410,3990,1158,219,19865,994,51.2,9.7,20.1,7.1,5.8,1.0,1.6,2.5,5.0,1.1
"Roscrea-Templemore, Tipperary",Roscrea-Templemore,Tipperary,17310,3543,3798,6949,3020,20.5,21.9,40.1,17.4,17173,14987,751,260,28,610,537,0,2186,87.3,12.7,4.4,1.5,0.2,3.6,3.1,0.0,17173,15360,227,241,28,572,322,423,1390,89.4,8.1,1.3,1.4,0.2,3.3,1.9,2.5,14584,234,1305,30,163,178,679,17173,84.9,1.4,7.6,0.2,0.9,1.0,4.0,14277,1206,1116,711,17310,82.5,7.0,6.4,4.1,28,97,301,1208,1634,1634,0.2,0.6,1.7,7.0,9.4,1830,965,859,570,238,4462,41.0,21.6,19.3,12.8,5.3,3660,2895,3436,2850,1505,14346,25.5,20.2,24.0,19.9,10.5,475,1157,1781,1740,1038,6191,7.7,18.7,28.8,28.1,16.8,4462,1830,965,859,570,238,41.0,21.6,19.3,12.8,5.3,7556,99,209,362,1356,975,2360,797,53,13767,670,54.9,9.8,17.1,7.1,5.8,0.7,1.5,2.6,4.9,0.4
"Rosslare, Wexford",Rosslare,Wexford,23573,4463,4894,9838,4378,18.9,20.8,41.7,18.6,23349,19902,1774,189,14,509,961,0,3447,85.2,14.8,7.6,0.8,0.1,2.2,4.1,0.0,23349,20798,744,160,7,462,624,554,1997,89.1,8.6,3.2,0.7,0.0,2.0,2.7,2.4,19825,149,1818,106,122,183,1146,23349,84.9,0.6,7.8,0.5,0.5,0.8,4.9,17642,1346,3290,1295,23573,74.8,5.7,14.0,5.5,105,194,241,956,1496,1496,0.4,0.8,1.0,4.1,6.3,2752,1420,1354,609,201,6336,43.4,22.4,21.4,9.6,3.2,5504,4260,5416,3045,1254,19479,28.3,21.9,27.8,15.6,6.4,649,1745,2837,1854,864,7949,8.2,22.0,35.7,23.3,10.9,6336,2752,1420,1354,609,201,43.4,22.4,21.4,9.6,3.2,10027,146,316,476,1734,1429,3802,1054,126,19110,938,52.5,9.1,19.9,7.5,5.5,0.8,1.7,2.5,4.9,0.7
"Rush-Lusk, Fingal",Rush-Lusk,Fingal,40255,9367,9661,17305,3922,23.3,24.0,43.0,9.7,39952,32621,1806,788,184,2196,2357,0,7331,81.7,18.3,4.5,2.0,0.5,5.5,5.9,0.0,39952,34797,601,696,124,1992,954,788,4367,87.1,10.9,1.5,1.7,0.3,5.0,2.4,2.0,31061,174,4522,1093,857,739,1506,39952,77.7,0.4,11.3,2.7,2.1,1.8,3.8,27073,3990,7478,1714,40255,67.3,9.9,18.6,4.3,487,666,1030,4416,6599,6599,1.2,1.7,2.6,11.0,16.4,3319,2421,2887,1372,462,10461,31.7,23.1,27.6,13.1,4.4,6638,7263,11548,6860,2929,35238,18.8,20.6,32.8,19.5,8.3,782,2909,5982,4195,2024,15892,4.9,18.3,37.6,26.4,12.7,10461,3319,2421,2887,1372,462,31.7,23.1,27.6,13.1,4.4,18858,199,516,648,3981,2051,3380,1107,148,30888,1363,61.1,12.9,10.9,6.6,3.6,0.6,1.7,2.1,4.4,0.5
"Shannon, Clare",Shannon,Clare,31774,6205,8110,12583,4876,19.5,25.5,39.6,15.3,31177,24957,1871,1000,420,876,2053,0,6220,80.0,20.0,6.0,3.2,1.3,2.8,6.6,0.0,31177,27117,378,844,331,787,1113,607,3453,87.0,11.1,1.2,2.7,1.1,2.5,3.6,1.9,24933,156,2802,330,1224,536,1196,31177,80.0,0.5,9.0,1.1,3.9,1.7,3.8,23277,2645,4349,1503,31774,73.3,8.3,13.7,4.7,163,271,1224,2746,4404,4404,0.5,0.9,3.9,8.6,13.9,3254,1795,1846,934,312,8141,40.0,22.0,22.7,11.5,3.8,6508,5385,7384,4670,1954,25901,25.1,20.8,28.5,18.0,7.5,761,2193,3813,2837,1345,10949,7.0,20.0,34.8,25.9,12.3,8141,3254,1795,1846,934,312,40.0,22.0,22.7,11.5,3.8,13798,214,402,565,3602,1517,4195,1111,165,25569,1181,54.0,14.1,16.4,5.9,4.3,0.8,1.6,2.2,4.6,0.6
"Skibbereen-West Cork, Cork County",Skibbereen-West Cork,Cork County,32971,6508,6686,13598,6179,19.7,20.3,41.2,18.7,32541,26614,2682,631,111,1336,1167,0,5927,81.8,18.2,8.2,1.9,0.3,4.1,3.6,0.0,32541,27717,1338,588,82,1191,566,1059,3765,85.2,11.6,4.1,1.8,0.3,3.7,1.7,3.3,26046,99,3757,149,408,349,1733,32541,80.0,0.3,11.5,0.5,1.3,1.1,5.3,22750,2973,5417,1831,32971,69.0,9.0,16.4,5.6,209,384,759,1940,3292,3292,0.6,1.2,2.3,5.9,10.0,3364,1688,1734,1006,414,8206,41.0,20.6,21.1,12.3,5.0,6728,5064,6936,5030,2595,26353,25.5,19.2,26.3,19.1,9.8,759,2017,3594,3053,1776,11199,6.8,18.0,32.1,27.3,15.9,8206,3364,1688,1734,1006,414,41.0,20.6,21.1,12.3,5.0,14647,156,308,505,2572,1920,4950,1195,210,26463,969,55.3,9.7,18.7,7.3,4.5,0.6,1.2,1.9,3.7,0.8
